ticker,name,sector,cap_tier,exchange,adv_usd
VEDL.NS,Vedanta Limited,Basic Materials,large,NSE,3584887213
HCLTECH.NS,HCL Technologies Limited,Technology,large,NSE,3554392733
420770.KQ,"GigaVis Co., Ltd.",Technology,large,KOE,3528860850
108320.KQ,"LX Semicon Co., Ltd.",Technology,large,KOE,3502037900
095610.KQ,"TES Co., Ltd",Technology,large,KOE,3313464000
BEL.NS,Bharat Electronics Limited,Industrials,large,NSE,3190304176
204270.KQ,"JNTC Co., Ltd.",Technology,large,KOE,3056441760
BANKBARODA.NS,Bank of Baroda Limited,Financial Services,large,NSE,3048055150
IDEA.NS,Vodafone Idea Limited,Communication Services,large,NSE,3044431032
226950.KQ,"OliX Pharmaceuticals,Inc",Healthcare,large,KOE,3011796400
TATAPOWER.NS,The Tata Power Company Limited,Utilities,large,NSE,2965263023
NTPC.NS,NTPC Limited,Utilities,large,NSE,2875730212
032500.KQ,Kmw Inc.,Technology,large,KOE,2872872450
POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,large,NSE,2819586446
TECHM.NS,Tech Mahindra Limited,Technology,large,NSE,2810300182
TITAN.NS,Titan Company Limited,Consumer Cyclical,large,NSE,2809282560
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,large,NSE,2786837041
099320.KQ,"Satrec Initiative Co., Ltd.",Technology,large,KOE,2769892000
090360.KQ,"Robostar Co., Ltd.",Industrials,large,KOE,2746810400
WIPRO.NS,Wipro Limited,Technology,large,NSE,2739877840
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,large,NSE,2739401990
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials,large,NSE,2693211964
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,large,NSE,2660295058
601318.SS,"Ping An Insurance (Group) Company of China, Ltd.",Unknown,large,SHH,2641667034
CANBK.NS,Canara Bank,Financial Services,large,NSE,2564031347
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,large,NSE,2521615342
COALINDIA.NS,Coal India Limited,Energy,large,NSE,2444762492
INDIGO.NS,InterGlobe Aviation Limited,Industrials,large,NSE,2426254636
036830.KQ,"Soulbrain Holdings Co., Ltd.",Basic Materials,large,KOE,2406810600
PNB.NS,Punjab National Bank,Financial Services,large,NSE,2380898693
BSE.NS,BSE Limited,Financial Services,large,NSE,2373367360
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,large,NSE,2336209368
SHRIRAMFIN.NS,Shriram Finance Limited,Financial Services,large,NSE,2332256441
BHEL.NS,Bharat Heavy Electricals Limited,Industrials,large,NSE,2294509854
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,large,NSE,2250770843
003380.KQ,"Harim Holdings Co., Ltd.",Consumer Defensive,large,KOE,2234121870
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,large,NSE,2173836923
PFC.NS,Power Finance Corporation Limited,Financial Services,large,NSE,2119828021
DLF.NS,DLF Limited,Real Estate,large,NSE,2107405899
086450.KQ,"DongKook Pharmaceutical Co., Ltd.",Healthcare,large,KOE,2103846000
KBANK.BK,Kasikornbank Public Company Limited,Financial Services,large,SET,2089551480
BPCL.NS,Bharat Petroleum Corporation Limited,Energy,large,NSE,2029119744
ADANIGREEN.NS,Adani Green Energy Limited,Utilities,large,NSE,1977270301
082920.KQ,"VITZROCELL Co.,Ltd.",Technology,large,KOE,1968154785
VBL.NS,Varun Beverages Limited,Consumer Defensive,large,NSE,1944056117
KBANK-R.BK,Kasikornbank Public Company Limited,Financial Services,large,SET,1905322808
000815.KS,"Samsung Fire & Marine Insurance Co., Ltd.",Financial Services,large,KSC,1881298750
HDFCLIFE.NS,HDFC Life Insurance Company Limited,Financial Services,large,NSE,1869641429
TRENT.NS,Trent Limited,Consumer Cyclical,large,NSE,1857957360
CIPLA.NS,Cipla Limited,Healthcare,large,NSE,1857042376
1299.HK,AIA Group Limited,Financial Services,large,HKSE,1839641947
1810.HK,Xiaomi Corporation,Technology,large,HKSE,1825042210
1211.HK,BYD Company Limited,Consumer Cyclical,large,HKSE,1814884181
JSWSTEEL.NS,JSW Steel Limited,Basic Materials,large,NSE,1813182651
ADANIPOWER.NS,Adani Power Limited,Utilities,large,NSE,1806817059
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,large,NSE,1769386932
LTIM.NS,LTIMindtree Limited,Technology,large,NSE,1695939943
066575.KS,LG Electronics Inc.,Technology,large,KSC,1646441350
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,Financial Services,large,NSE,1640050335
JINDALSTEL.NS,Jindal Steel & Power Limited,Basic Materials,large,NSE,1634420883
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",Financial Services,large,HKSE,1634410837
INDUSTOWER.NS,Indus Towers Limited,Communication Services,large,NSE,1630047328
1024.HK,Kuaishou Technology,Communication Services,large,HKSE,1579392952
0939.HK,China Construction Bank Corporation,Financial Services,large,HKSE,1547681666
TVSMOTOR.NS,TVS Motor Company Limited,Consumer Cyclical,large,NSE,1532728559
POLYCAB.NS,Polycab India Limited,Industrials,large,NSE,1528996423
PTT.BK,PTT Public Company Limited,Energy,large,SET,1528131003
PTT-R.BK,PTT Public Company Limited,Energy,large,SET,1522766250
0388.HK,Hong Kong Exchanges and Clearing Limited,Financial Services,large,HKSE,1516158470
IOC.NS,Indian Oil Corporation Limited,Energy,large,NSE,1509683633
HYUNDAI.NS,Hyundai Motor India Ltd.,Consumer Cyclical,large,NSE,1491772386
SBILIFE.NS,SBI Life Insurance Company Limited,Financial Services,large,NSE,1487964753
NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,large,NSE,1475882436
9618.HK,"JD.com, Inc.",Consumer Cyclical,large,HKSE,1475810482
DELTA-R.BK,Delta Electronics (Thailand) Public Company Limited,Industrials,large,SET,1471739020
DELTA.BK,Delta Electronics (Thailand) Public Company Limited,Industrials,large,SET,1436451650
DMART.NS,Avenue Supermarts Limited,Consumer Defensive,large,NSE,1434784203
MOTHERSON.NS,Samvardhana Motherson International Limited,Consumer Cyclical,large,NSE,1432391325
ENRIN.NS,Siemens Energy India Ltd.,Utilities,large,NSE,1416409260
CPALL.BK,CP ALL Public Company Limited,Consumer Defensive,large,SET,1399483507
CPALL-R.BK,CP ALL Public Company Limited,Consumer Defensive,large,SET,1393002150
GRASIM.NS,Grasim Industries Limited,Basic Materials,large,NSE,1386129482
IRFC.NS,Indian Railway Finance Corporation Limited,Financial Services,large,NSE,1369812326
BRITANNIA.NS,Britannia Industries Limited,Consumer Defensive,large,NSE,1366764722
LTM.NS,LTM Limited,Technology,large,NSE,1328953920
PTTEP-R.BK,PTT Exploration and Production Public Company Limited,Energy,large,SET,1316856450
PTTEP.BK,PTT Exploration and Production Public Company Limited,Energy,large,SET,1316848280
005389.KS,Hyundai Motor Company,Consumer Cyclical,large,KSC,1295973000
0941.HK,China Mobile Limited,Communication Services,large,HKSE,1288830631
2513.HK,Knowledge Atlas Technology Joint Stock Company Limited,Technology,large,HKSE,1285735320
AOT-R.BK,Airports of Thailand Public Company Limited,Industrials,large,SET,1272030886
AOT.BK,Airports of Thailand Public Company Limited,Industrials,large,SET,1271904246
ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,large,NSE,1267918097
0883.HK,CNOOC Limited,Energy,large,HKSE,1230045914
ADVANC-R.BK,Advanced Info Service Public Company Limited,Communication Services,large,SET,1226363500
ADVANC.BK,Advanced Info Service Public Company Limited,Communication Services,large,SET,1222854659
3750.HK,"Contemporary Amperex Technology Co., Limited",Industrials,large,HKSE,1218999747
UNIONBANK.NS,Union Bank of India,Financial Services,large,NSE,1209550814
030530.KQ,"Wonik Holdings Co., Ltd",Technology,large,KOE,1201773360
CUMMINSIND.NS,Cummins India Limited,Industrials,large,NSE,1201629429
SIEMENS.NS,Siemens Limited,Industrials,large,NSE,1132452377
SCB-R.BK,SCB X Public Company Limited,Financial Services,large,SET,1128964050
027360.KQ,"Aju IB Investment Co., Ltd.",Financial Services,large,KOE,1119962125
SCB.BK,SCB X Public Company Limited,Financial Services,large,SET,1119675480
ABB.NS,ABB India Limited,Industrials,large,NSE,1106348338
0005.HK,HSBC Holdings plc,Financial Services,large,HKSE,1102521583
BBL.BK,Bangkok Bank Public Company Limited,Financial Services,large,SET,1059404432
BBL-R.BK,Bangkok Bank Public Company Limited,Financial Services,large,SET,1057126000
BDMS.BK,Bangkok Dusit Medical Services Public Company Limited,Healthcare,large,SET,1012743220
BDMS-R.BK,Bangkok Dusit Medical Services Public Company Limited,Healthcare,large,SET,1011705450
1398.HK,Industrial and Commercial Bank of China Limited,Financial Services,large,HKSE,1005481751
010170.KQ,"Taihan Fiber Optics Co., Ltd",Technology,large,KOE,993010231
006405.KS,"Samsung SDI Co., Ltd.",Technology,large,KSC,976808450
LICI.NS,Life Insurance Corporation of India,Financial Services,large,NSE,951647250
CGPOWER.NS,CG Power and Industrial Solutions Limited,Industrials,large,NSE,940718326
031330.KQ,"SAMT Co., Ltd.",Technology,large,KOE,935184680
347700.KQ,Sphere Corp.,Healthcare,large,KOE,921243180
MUTHOOTFIN.NS,Muthoot Finance Limited,Financial Services,large,NSE,916818375
9999.HK,"NetEase, Inc.",Technology,large,HKSE,900578985
000155.KS,Doosan Corporation,Industrials,large,KSC,889907200
GULF.BK,Gulf Energy Development Public Company Limited,Utilities,large,SET,887485616
GULF-R.BK,Gulf Energy Development Public Company Limited,Utilities,large,SET,886597650
PIDILITIND.NS,Pidilite Industries Limited,Basic Materials,large,NSE,844126130
0981.HK,Semiconductor Manufacturing International Corporation,Technology,large,HKSE,830779385
ZYDUSLIFE.NS,Zydus Lifesciences Limited,Healthcare,large,NSE,811764388
2259.HK,Zijin Gold International Company Limited,Basic Materials,large,HKSE,804646654
9888.HK,"Baidu, Inc.",Communication Services,large,HKSE,788464769
3988.HK,Bank of China Limited,Financial Services,large,HKSE,778565244
0175.HK,Geely Automobile Holdings Limited,Consumer Cyclical,large,HKSE,757845200
KTB-R.BK,Krung Thai Bank Public Company Limited,Financial Services,large,SET,742930450
KTB.BK,Krung Thai Bank Public Company Limited,Financial Services,large,SET,741448442
3986.HK,Gigadevice,Technology,large,HKSE,735317056
3968.HK,"China Merchants Bank Co., Ltd.",Financial Services,large,HKSE,725406966
071055.KS,"Korea Investment Holdings Co., Ltd.",Financial Services,large,KSC,717047650
TATAMTRDVR.NS,Tata Motors Passenger Vehicles Ltd. - Ordinary Shares - DVR (Class A),Consumer Cyclical,large,NSE,694898981
2020.HK,ANTA Sports Products Limited,Consumer Cyclical,large,HKSE,686134905
00680K.KS,Mirae Asset Securities Co. Ltd.,Financial Services,large,KSC,677149345
INDIANB.NS,Indian Bank,Financial Services,large,NSE,655845857
TRUE.BK,True Corporation Public Company Limited,Communication Services,large,SET,652868064
2382.HK,Sunny Optical Technology (Group) Company Limited,Unknown,large,HKSE,640713474
0857.HK,PetroChina Company Limited,Energy,large,HKSE,613127177
SCC.BK,The Siam Cement Public Company Limited,Industrials,large,SET,611644108
SCC-R.BK,The Siam Cement Public Company Limited,Industrials,large,SET,611210477
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,Healthcare,large,NSE,610105583
005945.KS,"NH Investment & Securities Co., Ltd.",Financial Services,large,KSC,595722405
BOSCHLTD.NS,Bosch Limited,Consumer Cyclical,large,NSE,578949721
6809.HK,Montage Tech,Technology,large,HKSE,568475061
PTTGC.BK,PTT Global Chemical Public Company Limited,Basic Materials,large,SET,557528213
010955.KS,S-Oil Corporation,Energy,large,KSC,551287000
BANPU.BK,Banpu Public Company Limited,Energy,large,SET,543340061
BANPU-R.BK,Banpu Public Company Limited,Energy,large,SET,542112945
009155.KS,"Samsung Electro-Mechanics Co., Ltd.",Technology,large,KSC,527965200
TOP-R.BK,Thai Oil Public Company Limited,Energy,large,SET,527572830
TOP.BK,Thai Oil Public Company Limited,Energy,large,SET,525787608
BH.BK,Bumrungrad Hospital Public Company Limited,Healthcare,large,SET,520301364
BH-R.BK,Bumrungrad Hospital Public Company Limited,Healthcare,large,SET,520260000
1088.HK,China Shenhua Energy Company Limited,Energy,large,HKSE,505905359
2899.HK,Zijin Mining Group Company Limited,Basic Materials,large,HKSE,503682721
IVL-R.BK,Indorama Ventures Public Company Limited,Basic Materials,large,SET,500682000
IVL.BK,Indorama Ventures Public Company Limited,Basic Materials,large,SET,497058692
MINT.BK,Minor International Public Company Limited,Consumer Cyclical,large,SET,482605455
MINT-R.BK,Minor International Public Company Limited,Consumer Cyclical,large,SET,482076490
0992.HK,Lenovo Group Limited,Technology,large,HKSE,456771792
0386.HK,China Petroleum & Chemical Corporation,Energy,large,HKSE,454609354
SOLARINDS.NS,Solar Industries India Limited,Basic Materials,large,NSE,450920177
0669.HK,Techtronic Industries Company Limited,Industrials,large,HKSE,449152413
9961.HK,Trip.com Group Limited,Consumer Cyclical,large,HKSE,448825238
2628.HK,China Life Insurance Company Limited,Financial Services,large,HKSE,437784911
CPN-R.BK,Central Pattana Public Company Limited,Real Estate,large,SET,433724100
CPN.BK,Central Pattana Public Company Limited,Real Estate,large,SET,433686743
TRUE-R.BK,True Corporation Public Company Limited,Communication Services,large,SET,428563366
CPF-R.BK,Charoen Pokphand Foods Public Company Limited,Consumer Defensive,large,SET,422206360
CPF.BK,Charoen Pokphand Foods Public Company Limited,Consumer Defensive,large,SET,421564347
TTB.BK,TMBThanachart Bank Public Company Limited,Financial Services,large,SET,421520080
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,large,NSE,406875318
1109.HK,China Resources Land Limited,Real Estate,large,HKSE,381961438
GPSC.BK,Global Power Synergy Public Company Limited,Utilities,large,SET,373275369
GPSC-R.BK,Global Power Synergy Public Company Limited,Utilities,large,SET,369489637
1288.HK,Agricultural Bank of China Limited,Financial Services,large,HKSE,365162541
MTC.BK,Muangthai Capital Public Company Limited,Financial Services,large,SET,345122846
MTC-R.BK,Muangthai Capital Public Company Limited,Financial Services,large,SET,345113413
CRC-R.BK,Central Retail Corporation Public Company Limited,Consumer Cyclical,large,SET,341895125
CRC.BK,Central Retail Corporation Public Company Limited,Consumer Cyclical,large,SET,341771556
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,Financial Services,large,NSE,335481276
02826K.KS,Samsung C&T Corporation,Industrials,large,KSC,333217800
MAKRO.BK,Siam Makro Public Company Limited,Consumer Cyclical,large,SET,329785162
TISCO-R.BK,TISCO Financial Group Public Company Limited,Financial Services,large,SET,326285388
SCGP-R.BK,SCG Packaging Public Company Limited,Consumer Cyclical,large,SET,325791260
096775.KS,"SK Innovation Co., Ltd.",Energy,large,KSC,325002600
SCGP.BK,SCG Packaging Public Company Limited,Consumer Cyclical,large,SET,324432614
0300.HK,Midea Group,Consumer Cyclical,large,HKSE,324113261
TISCO.BK,TISCO Financial Group Public Company Limited,Financial Services,large,SET,321567950
INTUCH.BK,Intouch Holdings Public Company Limited,Communication Services,large,SET,314312941
0688.HK,China Overseas Land & Investment Limited,Real Estate,large,HKSE,314270647
0016.HK,Sun Hung Kai Properties Limited,Real Estate,large,HKSE,314197896
INTUCH-R.BK,Intouch Holdings Public Company Limited,Communication Services,large,SET,313814500
1919.HK,"COSCO SHIPPING Holdings Co., Ltd.",Industrials,large,HKSE,312890302
1347.HK,Hua Hong Semiconductor Limited,Technology,large,HKSE,312352145
OR.BK,PTT Oil and Retail Business Public Company Limited,Energy,large,SET,309025063
OR-R.BK,PTT Oil and Retail Business Public Company Limited,Energy,large,SET,308888760
COM7.BK,Com7 Public Company Limited,Consumer Cyclical,large,SET,305784981
2359.HK,"WuXi AppTec Co., Ltd.",Healthcare,large,HKSE,303922976
1171.HK,Yankuang Energy Group Company Limited,Energy,large,HKSE,302427140
THAI.BK,Thai Airways International Public Company Limited,Industrials,large,SET,301908763
1928.HK,Sands China Ltd.,Unknown,large,HKSE,300918251
003555.KS,LG Corp.,Technology,large,KSC,294462150
HMPRO.BK,Home Product Center Public Company Limited,Consumer Cyclical,large,SET,290529445
HMPRO-R.BK,Home Product Center Public Company Limited,Consumer Cyclical,large,SET,289230340
TIDLOR.BK,Tidlor Holdings Public Company Limited,Financial Services,large,SET,287140215
COM7-R.BK,Com7 Public Company Limited,Consumer Cyclical,large,SET,286620595
6690.HK,"Haier Smart Home Co., Ltd.",Consumer Cyclical,large,HKSE,280898432
2388.HK,BOC Hong Kong (Holdings) Limited,Financial Services,large,HKSE,279367546
KTC-R.BK,Krungthai Card Public Company Limited,Financial Services,large,SET,278235000
KTC.BK,Krungthai Card Public Company Limited,Financial Services,large,SET,278146145
POWERINDIA.NS,Hitachi Energy India Limited,Technology,large,NSE,276503412
2328.HK,PICC Property and Casualty Company Limited,Financial Services,large,HKSE,268859561
WHA-R.BK,WHA Corporation Public Company Limited,Real Estate,large,SET,266781034
WHA.BK,WHA Corporation Public Company Limited,Real Estate,large,SET,266512855
2601.HK,"China Pacific Insurance (Group) Co., Ltd.",Financial Services,large,HKSE,266029729
0728.HK,China Telecom Corporation Limited,Communication Services,large,HKSE,256769471
9992.HK,Pop Mart International Group Limited,Consumer Cyclical,large,HKSE,251346782
0001.HK,CK Hutchison Holdings Limited,Industrials,large,HKSE,243051790
1378.HK,China Hongqiao Group Limited,Basic Materials,large,HKSE,239050154
BEM-R.BK,Bangkok Expressway and Metro Public Company Limited,Industrials,large,SET,237948975
BEM.BK,Bangkok Expressway and Metro Public Company Limited,Industrials,large,SET,237546795
1276.HK,"Jiangsu Hengrui Pharmaceuticals Co.,Ltd",Healthcare,large,HKSE,219031007
9633.HK,"Nongfu Spring Co., Ltd.",Consumer Defensive,large,HKSE,218063707
03473K.KS,SK Inc.,Technology,large,KSC,215642350
1658.HK,"Postal Savings Bank of China Co., Ltd.",Financial Services,large,HKSE,213955132
OSP-R.BK,Osotspa Public Company Limited,Consumer Defensive,large,SET,208634285
0762.HK,China Unicom (Hong Kong) Limited,Communication Services,large,HKSE,202310509
BCP-R.BK,Bangchak Corporation Public Company Limited,Energy,large,SET,200068700
000157.KS,Doosan Corporation,Industrials,large,KSC,200051500
BCP.BK,Bangchak Corporation Public Company Limited,Energy,large,SET,200036463
OSP.BK,Osotspa Public Company Limited,Consumer Defensive,large,SET,199395417
KKP.BK,Kiatnakin Phatra Bank Public Company Limited,Financial Services,large,SET,185390158
AWC.BK,Asset World Corp Public Company Limited,Real Estate,large,SET,181261761
AWC-R.BK,Asset World Corp Public Company Limited,Real Estate,large,SET,181141788
0002.HK,CLP Holdings Limited,Utilities,large,HKSE,180644230
0011.HK,Hang Seng Bank Limited,Financial Services,large,HKSE,174228661
6160.HK,BeOne Medicines AG,Healthcare,large,HKSE,170114772
6030.HK,CITIC Securities Company Limited,Financial Services,large,HKSE,167648070
0763.HK,ZTE Corporation,Technology,large,HKSE,167270879
3993.HK,CMOC Group Limited,Basic Materials,large,HKSE,162115805
D05.SI,DBS Group Holdings Ltd,Financial Services,large,SES,145572775
0788.HK,China Tower Corporation Limited,Communication Services,large,HKSE,135546971
1898.HK,China Coal Energy Company Limited,Energy,large,HKSE,133504736
EGCO.BK,Electricity Generating Public Company Limited,Utilities,large,SET,126984732
EGCO-R.BK,Electricity Generating Public Company Limited,Utilities,large,SET,125644365
2338.HK,"Weichai Power Co., Ltd.",Industrials,large,HKSE,124142157
TLI.BK,Thai Life Insurance Public Company Limited,Financial Services,large,SET,123880871
CENTEL-R.BK,Central Plaza Hotel Public Company Limited,Consumer Cyclical,large,SET,119282289
0267.HK,CITIC Limited,Industrials,large,HKSE,118811762
3328.HK,"Bank of Communications Co., Ltd.",Financial Services,large,HKSE,114762825
2714.HK,Muyuan,Consumer Defensive,large,HKSE,114581316
0998.HK,China CITIC Bank Corporation Limited,Financial Services,large,HKSE,114127583
0066.HK,MTR Corporation Limited,Industrials,large,HKSE,112774576
1336.HK,New China Life Insurance Company Ltd.,Financial Services,large,HKSE,110858786
ITC.BK,i-Tail Corporation Public Company Limited,Consumer Defensive,large,SET,110667219
ITC-R.BK,i-Tail Corporation Public Company Limited,Consumer Defensive,large,SET,110421939
BJC.BK,Berli Jucker Public Company Limited,Industrials,large,SET,109524107
